"SUMLEV","STATE","COUNTY","STNAME","CTYNAME","YEAR","AGE","TOT_POP","TOT_MALE","TOT_FEMALE"
050,35,001,"New Mexico","Bernalillo County",1,0,6901,3518,3383
050,35,001,"New Mexico","Bernalillo County",1,1,7044,3552,3492
050,35,001,"New Mexico","Bernalillo County",1,2,7207,3669,3538
050,35,001,"New Mexico","Bernalillo County",1,3,7252,3685,3567
050,35,001,"New Mexico","Bernalillo County",1,4,7537,3826,3711
050,35,001,"New Mexico","Bernalillo County",1,5,7626,3877,3749
050,35,001,"New Mexico","Bernalillo County",1,6,7621,3876,3745
050,35,001,"New Mexico","Bernalillo County",1,7,7775,4074,3701
050,35,001,"New Mexico","Bernalillo County",1,8,7911,4018,3893
050,35,001,"New Mexico","Bernalillo County",1,9,7994,4101,3893
050,35,001,"New Mexico","Bernalillo County",1,10,8317,4210,4107
050,35,001,"New Mexico","Bernalillo County",1,11,8649,4331,4318
050,35,001,"New Mexico","Bernalillo County",1,12,8899,4610,4289
050,35,001,"New Mexico","Bernalillo County",1,13,8917,4615,4302
050,35,001,"New Mexico","Bernalillo County",1,14,8520,4308,4212
050,35,001,"New Mexico","Bernalillo County",1,15,8643,4395,4248
050,35,001,"New Mexico","Bernalillo County",1,16,8627,4326,4301
050,35,001,"New Mexico","Bernalillo County",1,17,8772,4483,4289
050,35,001,"New Mexico","Bernalillo County",1,18,8823,4466,4357
050,35,001,"New Mexico","Bernalillo County",1,19,9259,4636,4623
050,35,001,"New Mexico","Bernalillo County",1,20,9375,4747,4628
050,35,001,"New Mexico","Bernalillo County",1,21,9503,4803,4700
050,35,001,"New Mexico","Bernalillo County",1,22,9207,4664,4543
050,35,001,"New Mexico","Bernalillo County",1,23,8892,4435,4457
050,35,001,"New Mexico","Bernalillo County",1,24,9298,4618,4680
050,35,001,"New Mexico","Bernalillo County",1,25,9227,4669,4558
050,35,001,"New Mexico","Bernalillo County",1,26,9315,4686,4629
050,35,001,"New Mexico","Bernalillo County",1,27,9523,4856,4667
050,35,001,"New Mexico","Bernalillo County",1,28,9777,4920,4857
050,35,001,"New Mexico","Bernalillo County",1,29,9625,4782,4843
050,35,001,"New Mexico","Bernalillo County",1,30,9866,4988,4878
050,35,001,"New Mexico","Bernalillo County",1,31,9480,4769,4711
050,35,001,"New Mexico","Bernalillo County",1,32,9395,4761,4634
050,35,001,"New Mexico","Bernalillo County",1,33,9534,4862,4672
050,35,001,"New Mexico","Bernalillo County",1,34,9302,4596,4706
050,35,001,"New Mexico","Bernalillo County",1,35,9319,4643,4676
050,35,001,"New Mexico","Bernalillo County",1,36,9108,4608,4500
050,35,001,"New Mexico","Bernalillo County",1,37,9276,4593,4683
050,35,001,"New Mexico","Bernalillo County",1,38,8975,4392,4583
050,35,001,"New Mexico","Bernalillo County",1,39,9152,4459,4693
050,35,001,"New Mexico","Bernalillo County",1,40,8944,4491,4453
050,35,001,"New Mexico","Bernalillo County",1,41,8410,4134,4276
050,35,001,"New Mexico","Bernalillo County",1,42,8187,4058,4129
050,35,001,"New Mexico","Bernalillo County",1,43,7850,3878,3972
050,35,001,"New Mexico","Bernalillo County",1,44,7883,3877,4006
050,35,001,"New Mexico","Bernalillo County",1,45,7649,3759,3890
050,35,001,"New Mexico","Bernalillo County",1,46,7393,3637,3756
050,35,001,"New Mexico","Bernalillo County",1,47,7708,3859,3849
050,35,001,"New Mexico","Bernalillo County",1,48,7651,3654,3997
050,35,001,"New Mexico","Bernalillo County",1,49,8267,4049,4218
050,35,001,"New Mexico","Bernalillo County",1,50,8305,3994,4311
050,35,001,"New Mexico","Bernalillo County",1,51,7995,3885,4110
050,35,001,"New Mexico","Bernalillo County",1,52,7565,3659,3906
050,35,001,"New Mexico","Bernalillo County",1,53,7920,3886,4034
050,35,001,"New Mexico","Bernalillo County",1,54,7986,3934,4052
050,35,001,"New Mexico","Bernalillo County",1,55,8721,4197,4524
050,35,001,"New Mexico","Bernalillo County",1,56,8731,4331,4400
050,35,001,"New Mexico","Bernalillo County",1,57,9078,4334,4744
050,35,001,"New Mexico","Bernalillo County",1,58,9132,4425,4707
050,35,001,"New Mexico","Bernalillo County",1,59,9122,4394,4728
050,35,001,"New Mexico","Bernalillo County",1,60,8965,4252,4713
050,35,001,"New Mexico","Bernalillo County",1,61,8981,4331,4650
050,35,001,"New Mexico","Bernalillo County",1,62,8849,4187,4662
050,35,001,"New Mexico","Bernalillo County",1,63,8874,4085,4789
050,35,001,"New Mexico","Bernalillo County",1,64,8537,3950,4587
050,35,001,"New Mexico","Bernalillo County",1,65,8361,3940,4421
050,35,001,"New Mexico","Bernalillo County",1,66,8163,3748,4415
050,35,001,"New Mexico","Bernalillo County",1,67,7995,3685,4310
050,35,001,"New Mexico","Bernalillo County",1,68,7662,3446,4216
050,35,001,"New Mexico","Bernalillo County",1,69,7185,3291,3894
050,35,001,"New Mexico","Bernalillo County",1,70,7008,3308,3700
050,35,001,"New Mexico","Bernalillo County",1,71,6811,3225,3586
050,35,001,"New Mexico","Bernalillo County",1,72,6905,3176,3729
050,35,001,"New Mexico","Bernalillo County",1,73,6730,3098,3632
050,35,001,"New Mexico","Bernalillo County",1,74,4841,2254,2587
050,35,001,"New Mexico","Bernalillo County",1,75,4590,2096,2494
050,35,001,"New Mexico","Bernalillo County",1,76,4510,1991,2519
050,35,001,"New Mexico","Bernalillo County",1,77,4324,1936,2388
050,35,001,"New Mexico","Bernalillo County",1,78,3825,1650,2175
050,35,001,"New Mexico","Bernalillo County",1,79,3505,1620,1885
050,35,001,"New Mexico","Bernalillo County",1,80,3054,1294,1760
050,35,001,"New Mexico","Bernalillo County",1,81,2923,1260,1663
050,35,001,"New Mexico","Bernalillo County",1,82,2637,1110,1527
050,35,001,"New Mexico","Bernalillo County",1,83,2404,996,1408
050,35,001,"New Mexico","Bernalillo County",1,84,2097,901,1196
050,35,001,"New Mexico","Bernalillo County",1,85,12770,4727,8043
050,35,001,"New Mexico","Bernalillo County",2,0,6772,3464,3308
050,35,001,"New Mexico","Bernalillo County",2,1,7010,3540,3470
050,35,001,"New Mexico","Bernalillo County",2,2,7142,3624,3518
050,35,001,"New Mexico","Bernalillo County",2,3,7219,3672,3547
050,35,001,"New Mexico","Bernalillo County",2,4,7473,3794,3679
050,35,001,"New Mexico","Bernalillo County",2,5,7588,3863,3725
050,35,001,"New Mexico","Bernalillo County",2,6,7621,3883,3738
050,35,001,"New Mexico","Bernalillo County",2,7,7704,4005,3699
050,35,001,"New Mexico","Bernalillo County",2,8,7832,4007,3825
050,35,001,"New Mexico","Bernalillo County",2,9,7956,4075,3881
050,35,001,"New Mexico","Bernalillo County",2,10,8238,4175,4063
050,35,001,"New Mexico","Bernalillo County",2,11,8528,4285,4243
050,35,001,"New Mexico","Bernalillo County",2,12,8869,4560,4309
050,35,001,"New Mexico","Bernalillo County",2,13,8896,4609,4287
050,35,001,"New Mexico","Bernalillo County",2,14,8617,4384,4233
050,35,001,"New Mexico","Bernalillo County",2,15,8620,4377,4243
050,35,001,"New Mexico","Bernalillo County",2,16,8645,4354,4291
050,35,001,"New Mexico","Bernalillo County",2,17,8742,4456,4286
050,35,001,"New Mexico","Bernalillo County",2,18,8738,4447,4291
050,35,001,"New Mexico","Bernalillo County",2,19,9155,4602,4553
050,35,001,"New Mexico","Bernalillo County",2,20,9395,4716,4679
050,35,001,"New Mexico","Bernalillo County",2,21,9357,4749,4608
050,35,001,"New Mexico","Bernalillo County",2,22,9255,4675,4580
050,35,001,"New Mexico","Bernalillo County",2,23,8990,4489,4501
050,35,001,"New Mexico","Bernalillo County",2,24,9174,4569,4605
050,35,001,"New Mexico","Bernalillo County",2,25,9256,4668,4588
050,35,001,"New Mexico","Bernalillo County",2,26,9332,4704,4628
050,35,001,"New Mexico","Bernalillo County",2,27,9471,4819,4652
050,35,001,"New Mexico","Bernalillo County",2,28,9753,4924,4829
050,35,001,"New Mexico","Bernalillo County",2,29,9663,4813,4850
050,35,001,"New Mexico","Bernalillo County",2,30,9866,4958,4908
050,35,001,"New Mexico","Bernalillo County",2,31,9566,4829,4737
050,35,001,"New Mexico","Bernalillo County",2,32,9407,4752,4655
050,35,001,"New Mexico","Bernalillo County",2,33,9499,4833,4666
050,35,001,"New Mexico","Bernalillo County",2,34,9385,4679,4706
050,35,001,"New Mexico","Bernalillo County",2,35,9378,4661,4717
050,35,001,"New Mexico","Bernalillo County",2,36,9142,4616,4526
050,35,001,"New Mexico","Bernalillo County",2,37,9245,4606,4639
050,35,001,"New Mexico","Bernalillo County",2,38,9105,4472,4633
050,35,001,"New Mexico","Bernalillo County",2,39,9094,4433,4661
050,35,001,"New Mexico","Bernalillo County",2,40,9086,4527,4559
050,35,001,"New Mexico","Bernalillo County",2,41,8525,4211,4314
050,35,001,"New Mexico","Bernalillo County",2,42,8236,4079,4157
050,35,001,"New Mexico","Bernalillo County",2,43,7988,3952,4036
050,35,001,"New Mexico","Bernalillo County",2,44,7837,3874,3963
050,35,001,"New Mexico","Bernalillo County",2,45,7734,3795,3939
050,35,001,"New Mexico","Bernalillo County",2,46,7451,3666,3785
050,35,001,"New Mexico","Bernalillo County",2,47,7608,3782,3826
050,35,001,"New Mexico","Bernalillo County",2,48,7667,3696,3971
050,35,001,"New Mexico","Bernalillo County",2,49,8142,3967,4175
050,35,001,"New Mexico","Bernalillo County",2,50,8317,4022,4295
050,35,001,"New Mexico","Bernalillo County",2,51,8051,3910,4141
050,35,001,"New Mexico","Bernalillo County",2,52,7694,3724,3970
050,35,001,"New Mexico","Bernalillo County",2,53,7814,3817,3997
050,35,001,"New Mexico","Bernalillo County",2,54,7957,3908,4049
050,35,001,"New Mexico","Bernalillo County",2,55,8567,4153,4414
050,35,001,"New Mexico","Bernalillo County",2,56,8758,4307,4451
050,35,001,"New Mexico","Bernalillo County",2,57,8998,4339,4659
050,35,001,"New Mexico","Bernalillo County",2,58,9130,4404,4726
050,35,001,"New Mexico","Bernalillo County",2,59,9111,4381,4730
050,35,001,"New Mexico","Bernalillo County",2,60,9030,4297,4733
050,35,001,"New Mexico","Bernalillo County",2,61,8954,4294,4660
050,35,001,"New Mexico","Bernalillo County",2,62,8833,4189,4644
050,35,001,"New Mexico","Bernalillo County",2,63,8922,4139,4783
050,35,001,"New Mexico","Bernalillo County",2,64,8564,3956,4608
050,35,001,"New Mexico","Bernalillo County",2,65,8371,3943,4428
050,35,001,"New Mexico","Bernalillo County",2,66,8206,3789,4417
050,35,001,"New Mexico","Bernalillo County",2,67,7983,3672,4311
050,35,001,"New Mexico","Bernalillo County",2,68,7651,3461,4190
050,35,001,"New Mexico","Bernalillo County",2,69,7319,3343,3976
050,35,001,"New Mexico","Bernalillo County",2,70,7008,3279,3729
050,35,001,"New Mexico","Bernalillo County",2,71,6833,3223,3610
050,35,001,"New Mexico","Bernalillo County",2,72,6765,3134,3631
050,35,001,"New Mexico","Bernalillo County",2,73,7010,3233,3777
050,35,001,"New Mexico","Bernalillo County",2,74,5030,2331,2699
050,35,001,"New Mexico","Bernalillo County",2,75,4637,2125,2512
050,35,001,"New Mexico","Bernalillo County",2,76,4466,1986,2480
050,35,001,"New Mexico","Bernalillo County",2,77,4407,1963,2444
050,35,001,"New Mexico","Bernalillo County",2,78,3883,1693,2190
050,35,001,"New Mexico","Bernalillo County",2,79,3543,1599,1944
050,35,001,"New Mexico","Bernalillo County",2,80,3126,1355,1771
050,35,001,"New Mexico","Bernalillo County",2,81,2915,1256,1659
050,35,001,"New Mexico","Bernalillo County",2,82,2675,1128,1547
050,35,001,"New Mexico","Bernalillo County",2,83,2422,1008,1414
050,35,001,"New Mexico","Bernalillo County",2,84,2124,895,1229
050,35,001,"New Mexico","Bernalillo County",2,85,12821,4767,8054
050,35,001,"New Mexico","Bernalillo County",3,0,6349,3252,3097
050,35,001,"New Mexico","Bernalillo County",3,1,6680,3410,3270
050,35,001,"New Mexico","Bernalillo County",3,2,6946,3509,3437
050,35,001,"New Mexico","Bernalillo County",3,3,7035,3599,3436
050,35,001,"New Mexico","Bernalillo County",3,4,7149,3605,3544
050,35,001,"New Mexico","Bernalillo County",3,5,7430,3769,3661
050,35,001,"New Mexico","Bernalillo County",3,6,7562,3859,3703
050,35,001,"New Mexico","Bernalillo County",3,7,7540,3826,3714
050,35,001,"New Mexico","Bernalillo County",3,8,7619,3950,3669
050,35,001,"New Mexico","Bernalillo County",3,9,7800,3993,3807
050,35,001,"New Mexico","Bernalillo County",3,10,7888,4054,3834
050,35,001,"New Mexico","Bernalillo County",3,11,8246,4163,4083
050,35,001,"New Mexico","Bernalillo County",3,12,8444,4238,4206
050,35,001,"New Mexico","Bernalillo County",3,13,8791,4483,4308
050,35,001,"New Mexico","Bernalillo County",3,14,8855,4599,4256
050,35,001,"New Mexico","Bernalillo County",3,15,8537,4349,4188
050,35,001,"New Mexico","Bernalillo County",3,16,8565,4328,4237
050,35,001,"New Mexico","Bernalillo County",3,17,8586,4307,4279
050,35,001,"New Mexico","Bernalillo County",3,18,8457,4364,4093
050,35,001,"New Mexico","Bernalillo County",3,19,8623,4363,4260
050,35,001,"New Mexico","Bernalillo County",3,20,9329,4685,4644
050,35,001,"New Mexico","Bernalillo County",3,21,9578,4805,4773
050,35,001,"New Mexico","Bernalillo County",3,22,9505,4757,4748
050,35,001,"New Mexico","Bernalillo County",3,23,9430,4760,4670
050,35,001,"New Mexico","Bernalillo County",3,24,9152,4618,4534
050,35,001,"New Mexico","Bernalillo County",3,25,9272,4629,4643
050,35,001,"New Mexico","Bernalillo County",3,26,9363,4689,4674
050,35,001,"New Mexico","Bernalillo County",3,27,9257,4637,4620
050,35,001,"New Mexico","Bernalillo County",3,28,9521,4829,4692
050,35,001,"New Mexico","Bernalillo County",3,29,9765,4996,4769
050,35,001,"New Mexico","Bernalillo County",3,30,9593,4739,4854
050,35,001,"New Mexico","Bernalillo County",3,31,9949,4966,4983
050,35,001,"New Mexico","Bernalillo County",3,32,9481,4723,4758
050,35,001,"New Mexico","Bernalillo County",3,33,9380,4741,4639
