"SUMLEV","STATE","COUNTY","STNAME","CTYNAME","YEAR","AGE","TOT_POP","TOT_MALE","TOT_FEMALE"
050,21,001,"Kentucky","Adair County",1,0,185,95,90
050,21,001,"Kentucky","Adair County",1,1,195,103,92
050,21,001,"Kentucky","Adair County",1,2,200,104,96
050,21,001,"Kentucky","Adair County",1,3,205,103,102
050,21,001,"Kentucky","Adair County",1,4,222,110,112
050,21,001,"Kentucky","Adair County",1,5,198,107,91
050,21,001,"Kentucky","Adair County",1,6,234,124,110
050,21,001,"Kentucky","Adair County",1,7,218,124,94
050,21,001,"Kentucky","Adair County",1,8,202,118,84
050,21,001,"Kentucky","Adair County",1,9,238,125,113
050,21,001,"Kentucky","Adair County",1,10,247,129,118
050,21,001,"Kentucky","Adair County",1,11,234,116,118
050,21,001,"Kentucky","Adair County",1,12,263,129,134
050,21,001,"Kentucky","Adair County",1,13,241,129,112
050,21,001,"Kentucky","Adair County",1,14,251,145,106
050,21,001,"Kentucky","Adair County",1,15,225,121,104
050,21,001,"Kentucky","Adair County",1,16,231,125,106
050,21,001,"Kentucky","Adair County",1,17,249,136,113
050,21,001,"Kentucky","Adair County",1,18,340,162,178
050,21,001,"Kentucky","Adair County",1,19,480,248,232
050,21,001,"Kentucky","Adair County",1,20,424,190,234
050,21,001,"Kentucky","Adair County",1,21,366,202,164
050,21,001,"Kentucky","Adair County",1,22,296,159,137
050,21,001,"Kentucky","Adair County",1,23,220,120,100
050,21,001,"Kentucky","Adair County",1,24,200,111,89
050,21,001,"Kentucky","Adair County",1,25,194,80,114
050,21,001,"Kentucky","Adair County",1,26,191,102,89
050,21,001,"Kentucky","Adair County",1,27,199,99,100
050,21,001,"Kentucky","Adair County",1,28,210,100,110
050,21,001,"Kentucky","Adair County",1,29,206,98,108
050,21,001,"Kentucky","Adair County",1,30,218,97,121
050,21,001,"Kentucky","Adair County",1,31,198,87,111
050,21,001,"Kentucky","Adair County",1,32,187,79,108
050,21,001,"Kentucky","Adair County",1,33,183,101,82
050,21,001,"Kentucky","Adair County",1,34,200,106,94
050,21,001,"Kentucky","Adair County",1,35,207,115,92
050,21,001,"Kentucky","Adair County",1,36,192,106,86
050,21,001,"Kentucky","Adair County",1,37,176,85,91
050,21,001,"Kentucky","Adair County",1,38,193,96,97
050,21,001,"Kentucky","Adair County",1,39,210,99,111
050,21,001,"Kentucky","Adair County",1,40,227,101,126
050,21,001,"Kentucky","Adair County",1,41,193,97,96
050,21,001,"Kentucky","Adair County",1,42,193,96,97
050,21,001,"Kentucky","Adair County",1,43,200,95,105
050,21,001,"Kentucky","Adair County",1,44,193,88,105
050,21,001,"Kentucky","Adair County",1,45,222,117,105
050,21,001,"Kentucky","Adair County",1,46,203,113,90
050,21,001,"Kentucky","Adair County",1,47,199,104,95
050,21,001,"Kentucky","Adair County",1,48,237,118,119
050,21,001,"Kentucky","Adair County",1,49,246,110,136
050,21,001,"Kentucky","Adair County",1,50,246,133,113
050,21,001,"Kentucky","Adair County",1,51,268,130,138
050,21,001,"Kentucky","Adair County",1,52,230,113,117
050,21,001,"Kentucky","Adair County",1,53,243,131,112
050,21,001,"Kentucky","Adair County",1,54,265,117,148
