"SUMLEV","STATE","COUNTY","STNAME","CTYNAME","YEAR","AGE","TOT_POP","TOT_MALE","TOT_FEMALE"
050,18,001,"Indiana","Adams County",1,0,625,319,306
050,18,001,"Indiana","Adams County",1,1,624,307,317
050,18,001,"Indiana","Adams County",1,2,643,321,322
050,18,001,"Indiana","Adams County",1,3,655,335,320
050,18,001,"Indiana","Adams County",1,4,664,336,328
050,18,001,"Indiana","Adams County",1,5,624,330,294
050,18,001,"Indiana","Adams County",1,6,633,321,312
050,18,001,"Indiana","Adams County",1,7,658,326,332
050,18,001,"Indiana","Adams County",1,8,611,303,308
050,18,001,"Indiana","Adams County",1,9,620,344,276
050,18,001,"Indiana","Adams County",1,10,651,343,308
050,18,001,"Indiana","Adams County",1,11,659,349,310
050,18,001,"Indiana","Adams County",1,12,643,325,318
050,18,001,"Indiana","Adams County",1,13,653,291,362
050,18,001,"Indiana","Adams County",1,14,589,296,293
050,18,001,"Indiana","Adams County",1,15,579,293,286
050,18,001,"Indiana","Adams County",1,16,577,304,273
050,18,001,"Indiana","Adams County",1,17,588,289,299
050,18,001,"Indiana","Adams County",1,18,518,264,254
050,18,001,"Indiana","Adams County",1,19,425,217,208
050,18,001,"Indiana","Adams County",1,20,452,225,227
050,18,001,"Indiana","Adams County",1,21,432,231,201
050,18,001,"Indiana","Adams County",1,22,404,207,197
050,18,001,"Indiana","Adams County",1,23,423,206,217
050,18,001,"Indiana","Adams County",1,24,404,215,189
050,18,001,"Indiana","Adams County",1,25,450,240,210
050,18,001,"Indiana","Adams County",1,26,399,213,186
050,18,001,"Indiana","Adams County",1,27,377,194,183
050,18,001,"Indiana","Adams County",1,28,420,210,210
050,18,001,"Indiana","Adams County",1,29,417,215,202
050,18,001,"Indiana","Adams County",1,30,440,236,204
050,18,001,"Indiana","Adams County",1,31,400,212,188
050,18,001,"Indiana","Adams County",1,32,395,201,194
050,18,001,"Indiana","Adams County",1,33,350,178,172
050,18,001,"Indiana","Adams County",1,34,388,191,197
