"SUMLEV","STATE","COUNTY","STNAME","CTYNAME","YEAR","AGE","TOT_POP","TOT_MALE","TOT_FEMALE"
050,55,001,"Wisconsin","Adams County",1,0,135,69,66
050,55,001,"Wisconsin","Adams County",1,1,125,69,56
050,55,001,"Wisconsin","Adams County",1,2,132,74,58
050,55,001,"Wisconsin","Adams County",1,3,147,80,67
050,55,001,"Wisconsin","Adams County",1,4,148,82,66
050,55,001,"Wisconsin","Adams County",1,5,153,76,77
050,55,001,"Wisconsin","Adams County",1,6,150,71,79
050,55,001,"Wisconsin","Adams County",1,7,152,72,80
050,55,001,"Wisconsin","Adams County",1,8,168,89,79
050,55,001,"Wisconsin","Adams County",1,9,138,70,68
050,55,001,"Wisconsin","Adams County",1,10,196,101,95
050,55,001,"Wisconsin","Adams County",1,11,190,96,94
050,55,001,"Wisconsin","Adams County",1,12,196,97,99
050,55,001,"Wisconsin","Adams County",1,13,185,103,82
050,55,001,"Wisconsin","Adams County",1,14,211,95,116
050,55,001,"Wisconsin","Adams County",1,15,177,94,83
050,55,001,"Wisconsin","Adams County",1,16,180,82,98
050,55,001,"Wisconsin","Adams County",1,17,182,87,95
050,55,001,"Wisconsin","Adams County",1,18,170,101,69
050,55,001,"Wisconsin","Adams County",1,19,137,82,55
050,55,001,"Wisconsin","Adams County",1,20,169,86,83
050,55,001,"Wisconsin","Adams County",1,21,162,92,70
050,55,001,"Wisconsin","Adams County",1,22,140,84,56
050,55,001,"Wisconsin","Adams County",1,23,155,89,66
050,55,001,"Wisconsin","Adams County",1,24,155,103,52
050,55,001,"Wisconsin","Adams County",1,25,187,105,82
050,55,001,"Wisconsin","Adams County",1,26,170,110,60
050,55,001,"Wisconsin","Adams County",1,27,168,108,60
050,55,001,"Wisconsin","Adams County",1,28,199,111,88
050,55,001,"Wisconsin","Adams County",1,29,174,100,74
050,55,001,"Wisconsin","Adams County",1,30,217,134,83
050,55,001,"Wisconsin","Adams County",1,31,197,110,87
050,55,001,"Wisconsin","Adams County",1,32,207,125,82
050,55,001,"Wisconsin","Adams County",1,33,186,111,75
050,55,001,"Wisconsin","Adams County",1,34,214,143,71
050,55,001,"Wisconsin","Adams County",1,35,217,137,80
050,55,001,"Wisconsin","Adams County",1,36,240,145,95
050,55,001,"Wisconsin","Adams County",1,37,201,135,66
050,55,001,"Wisconsin","Adams County",1,38,212,120,92
050,55,001,"Wisconsin","Adams County",1,39,239,136,103
050,55,001,"Wisconsin","Adams County",1,40,239,152,87
050,55,001,"Wisconsin","Adams County",1,41,236,149,87
050,55,001,"Wisconsin","Adams County",1,42,189,121,68
050,55,001,"Wisconsin","Adams County",1,43,223,143,80
050,55,001,"Wisconsin","Adams County",1,44,213,135,78
050,55,001,"Wisconsin","Adams County",1,45,214,123,91
050,55,001,"Wisconsin","Adams County",1,46,218,118,100
050,55,001,"Wisconsin","Adams County",1,47,231,125,106
050,55,001,"Wisconsin","Adams County",1,48,200,112,88
050,55,001,"Wisconsin","Adams County",1,49,254,135,119
050,55,001,"Wisconsin","Adams County",1,50,233,128,105
050,55,001,"Wisconsin","Adams County",1,51,252,129,123
050,55,001,"Wisconsin","Adams County",1,52,285,153,132
050,55,001,"Wisconsin","Adams County",1,53,277,152,125
050,55,001,"Wisconsin","Adams County",1,54,301,153,148
050,55,001,"Wisconsin","Adams County",1,55,344,176,168
050,55,001,"Wisconsin","Adams County",1,56,356,189,167
050,55,001,"Wisconsin","Adams County",1,57,383,188,195
050,55,001,"Wisconsin","Adams County",1,58,432,226,206
050,55,001,"Wisconsin","Adams County",1,59,410,208,202
050,55,001,"Wisconsin","Adams County",1,60,415,213,202
050,55,001,"Wisconsin","Adams County",1,61,419,203,216
050,55,001,"Wisconsin","Adams County",1,62,440,230,210
050,55,001,"Wisconsin","Adams County",1,63,418,223,195
050,55,001,"Wisconsin","Adams County",1,64,426,233,193
050,55,001,"Wisconsin","Adams County",1,65,434,245,189
050,55,001,"Wisconsin","Adams County",1,66,444,234,210
050,55,001,"Wisconsin","Adams County",1,67,429,228,201
050,55,001,"Wisconsin","Adams County",1,68,398,215,183
050,55,001,"Wisconsin","Adams County",1,69,361,177,184
050,55,001,"Wisconsin","Adams County",1,70,366,177,189
050,55,001,"Wisconsin","Adams County",1,71,347,184,163
050,55,001,"Wisconsin","Adams County",1,72,343,179,164
050,55,001,"Wisconsin","Adams County",1,73,312,162,150
050,55,001,"Wisconsin","Adams County",1,74,252,128,124
050,55,001,"Wisconsin","Adams County",1,75,259,139,120
050,55,001,"Wisconsin","Adams County",1,76,249,123,126
050,55,001,"Wisconsin","Adams County",1,77,253,111,142
050,55,001,"Wisconsin","Adams County",1,78,203,106,97
050,55,001,"Wisconsin","Adams County",1,79,200,104,96
050,55,001,"Wisconsin","Adams County",1,80,161,98,63
050,55,001,"Wisconsin","Adams County",1,81,166,90,76
050,55,001,"Wisconsin","Adams County",1,82,147,75,72
050,55,001,"Wisconsin","Adams County",1,83,119,52,67
050,55,001,"Wisconsin","Adams County",1,84,90,45,45
050,55,001,"Wisconsin","Adams County",1,85,429,181,248
050,55,001,"Wisconsin","Adams County",2,0,139,72,67
050,55,001,"Wisconsin","Adams County",2,1,130,72,58
050,55,001,"Wisconsin","Adams County",2,2,132,73,59
