"SUMLEV","STATE","COUNTY","STNAME","CTYNAME","YEAR","AGE","TOT_POP","TOT_MALE","TOT_FEMALE"
050,41,001,"Oregon","Baker County",1,0,152,78,74
050,41,001,"Oregon","Baker County",1,1,160,85,75
050,41,001,"Oregon","Baker County",1,2,158,82,76
050,41,001,"Oregon","Baker County",1,3,174,97,77
050,41,001,"Oregon","Baker County",1,4,155,76,79
050,41,001,"Oregon","Baker County",1,5,176,85,91
050,41,001,"Oregon","Baker County",1,6,194,97,97
050,41,001,"Oregon","Baker County",1,7,198,105,93
050,41,001,"Oregon","Baker County",1,8,184,99,85
050,41,001,"Oregon","Baker County",1,9,226,127,99
050,41,001,"Oregon","Baker County",1,10,192,91,101
050,41,001,"Oregon","Baker County",1,11,196,105,91
050,41,001,"Oregon","Baker County",1,12,225,111,114
050,41,001,"Oregon","Baker County",1,13,201,103,98
050,41,001,"Oregon","Baker County",1,14,209,110,99
050,41,001,"Oregon","Baker County",1,15,165,102,63
050,41,001,"Oregon","Baker County",1,16,162,95,67
050,41,001,"Oregon","Baker County",1,17,151,80,71
050,41,001,"Oregon","Baker County",1,18,171,92,79
050,41,001,"Oregon","Baker County",1,19,119,67,52
050,41,001,"Oregon","Baker County",1,20,123,62,61
050,41,001,"Oregon","Baker County",1,21,119,68,51
050,41,001,"Oregon","Baker County",1,22,136,70,66
050,41,001,"Oregon","Baker County",1,23,136,80,56
050,41,001,"Oregon","Baker County",1,24,135,76,59
050,41,001,"Oregon","Baker County",1,25,159,84,75
050,41,001,"Oregon","Baker County",1,26,154,79,75
050,41,001,"Oregon","Baker County",1,27,172,88,84
050,41,001,"Oregon","Baker County",1,28,177,104,73
050,41,001,"Oregon","Baker County",1,29,173,101,72
050,41,001,"Oregon","Baker County",1,30,208,102,106
050,41,001,"Oregon","Baker County",1,31,176,85,91
050,41,001,"Oregon","Baker County",1,32,184,94,90
050,41,001,"Oregon","Baker County",1,33,200,119,81
050,41,001,"Oregon","Baker County",1,34,215,109,106
050,41,001,"Oregon","Baker County",1,35,199,106,93
050,41,001,"Oregon","Baker County",1,36,191,97,94
050,41,001,"Oregon","Baker County",1,37,198,104,94
050,41,001,"Oregon","Baker County",1,38,164,89,75
050,41,001,"Oregon","Baker County",1,39,202,107,95
050,41,001,"Oregon","Baker County",1,40,194,109,85
050,41,001,"Oregon","Baker County",1,41,193,108,85
050,41,001,"Oregon","Baker County",1,42,139,79,60
050,41,001,"Oregon","Baker County",1,43,158,84,74
050,41,001,"Oregon","Baker County",1,44,161,81,80
050,41,001,"Oregon","Baker County",1,45,163,82,81
050,41,001,"Oregon","Baker County",1,46,136,70,66
050,41,001,"Oregon","Baker County",1,47,155,79,76
050,41,001,"Oregon","Baker County",1,48,158,81,77
050,41,001,"Oregon","Baker County",1,49,195,103,92
050,41,001,"Oregon","Baker County",1,50,168,77,91
050,41,001,"Oregon","Baker County",1,51,180,87,93
050,41,001,"Oregon","Baker County",1,52,186,97,89
050,41,001,"Oregon","Baker County",1,53,181,79,102
050,41,001,"Oregon","Baker County",1,54,201,91,110
050,41,001,"Oregon","Baker County",1,55,202,103,99
050,41,001,"Oregon","Baker County",1,56,230,109,121
050,41,001,"Oregon","Baker County",1,57,241,113,128
050,41,001,"Oregon","Baker County",1,58,264,145,119
050,41,001,"Oregon","Baker County",1,59,280,138,142
050,41,001,"Oregon","Baker County",1,60,274,133,141
050,41,001,"Oregon","Baker County",1,61,258,120,138
050,41,001,"Oregon","Baker County",1,62,277,134,143
050,41,001,"Oregon","Baker County",1,63,322,147,175
050,41,001,"Oregon","Baker County",1,64,271,131,140
050,41,001,"Oregon","Baker County",1,65,270,138,132
050,41,001,"Oregon","Baker County",1,66,276,154,122
050,41,001,"Oregon","Baker County",1,67,272,136,136
050,41,001,"Oregon","Baker County",1,68,277,125,152
050,41,001,"Oregon","Baker County",1,69,304,150,154
050,41,001,"Oregon","Baker County",1,70,277,135,142
050,41,001,"Oregon","Baker County",1,71,254,127,127
050,41,001,"Oregon","Baker County",1,72,257,129,128
050,41,001,"Oregon","Baker County",1,73,262,124,138
050,41,001,"Oregon","Baker County",1,74,182,98,84
050,41,001,"Oregon","Baker County",1,75,174,88,86
050,41,001,"Oregon","Baker County",1,76,184,94,90
050,41,001,"Oregon","Baker County",1,77,177,87,90
050,41,001,"Oregon","Baker County",1,78,161,70,91
050,41,001,"Oregon","Baker County",1,79,146,75,71
050,41,001,"Oregon","Baker County",1,80,127,75,52
050,41,001,"Oregon","Baker County",1,81,125,65,60
050,41,001,"Oregon","Baker County",1,82,111,54,57
050,41,001,"Oregon","Baker County",1,83,81,35,46
050,41,001,"Oregon","Baker County",1,84,97,52,45
050,41,001,"Oregon","Baker County",1,85,477,198,279
050,41,001,"Oregon","Baker County",2,0,161,82,79
050,41,001,"Oregon","Baker County",2,1,157,83,74
050,41,001,"Oregon","Baker County",2,2,163,85,78
050,41,001,"Oregon","Baker County",2,3,170,92,78
050,41,001,"Oregon","Baker County",2,4,163,82,81
050,41,001,"Oregon","Baker County",2,5,170,83,87
050,41,001,"Oregon","Baker County",2,6,190,96,94
050,41,001,"Oregon","Baker County",2,7,197,103,94
050,41,001,"Oregon","Baker County",2,8,188,100,88
050,41,001,"Oregon","Baker County",2,9,221,123,98
050,41,001,"Oregon","Baker County",2,10,202,101,101
050,41,001,"Oregon","Baker County",2,11,195,101,94
050,41,001,"Oregon","Baker County",2,12,219,110,109
050,41,001,"Oregon","Baker County",2,13,206,106,100
050,41,001,"Oregon","Baker County",2,14,206,109,97
050,41,001,"Oregon","Baker County",2,15,178,105,73
050,41,001,"Oregon","Baker County",2,16,165,98,67
050,41,001,"Oregon","Baker County",2,17,154,84,70
050,41,001,"Oregon","Baker County",2,18,159,86,73
050,41,001,"Oregon","Baker County",2,19,123,68,55
050,41,001,"Oregon","Baker County",2,20,127,66,61
050,41,001,"Oregon","Baker County",2,21,120,66,54
050,41,001,"Oregon","Baker County",2,22,132,70,62
050,41,001,"Oregon","Baker County",2,23,139,80,59
050,41,001,"Oregon","Baker County",2,24,139,80,59
050,41,001,"Oregon","Baker County",2,25,152,81,71
050,41,001,"Oregon","Baker County",2,26,160,83,77
050,41,001,"Oregon","Baker County",2,27,170,89,81
050,41,001,"Oregon","Baker County",2,28,173,97,76
050,41,001,"Oregon","Baker County",2,29,181,106,75
050,41,001,"Oregon","Baker County",2,30,205,105,100
050,41,001,"Oregon","Baker County",2,31,185,90,95
050,41,001,"Oregon","Baker County",2,32,179,90,89
050,41,001,"Oregon","Baker County",2,33,195,112,83
050,41,001,"Oregon","Baker County",2,34,212,113,99
050,41,001,"Oregon","Baker County",2,35,203,106,97
050,41,001,"Oregon","Baker County",2,36,192,99,93
050,41,001,"Oregon","Baker County",2,37,195,99,96
050,41,001,"Oregon","Baker County",2,38,172,91,81
050,41,001,"Oregon","Baker County",2,39,198,108,90
050,41,001,"Oregon","Baker County",2,40,201,113,88
050,41,001,"Oregon","Baker County",2,41,194,110,84
050,41,001,"Oregon","Baker County",2,42,155,87,68
050,41,001,"Oregon","Baker County",2,43,154,81,73
050,41,001,"Oregon","Baker County",2,44,160,82,78
050,41,001,"Oregon","Baker County",2,45,163,81,82
