county_fips,state,state_name,county_name,graduates_2026,change_2026_from_2026,pct_change_2026_from_2026,confidence_2026,graduates_2030,change_2030_from_2026,pct_change_2030_from_2026,confidence_2030,graduates_2035,change_2035_from_2026,pct_change_2035_from_2026,confidence_2035,graduates_2041,change_2041_from_2026,pct_change_2041_from_2026,confidence_2041
01025,AL,Alabama,Clarke County,222.16116092754757,0.0,0.0,High,174.35670411518421,-47.804456812363355,-0.21517918169303052,Moderate,193.09059956586054,-29.070561361687027,-0.1308534815010608,Moderate,212.70152647066047,-9.459634456887102,-0.042580055025784325,Low
01027,AL,Alabama,Clay County,144.2754697264152,0.0,0.0,High,138.56610928300518,-5.70936044341002,-0.039572634587407673,Moderate,106.43863282099373,-37.836836905421464,-0.2622541238449627,Moderate,114.88440307128478,-29.391066655130416,-0.20371492611227482,Low
01029,AL,Alabama,Cleburne County,183.15604662119466,0.0,0.0,High,147.8129011424957,-35.34314547869897,-0.19296739654899875,Moderate,150.69266851174805,-32.46337810944661,-0.177244370078525,Moderate,160.47500640842063,-22.681040212774036,-0.12383451505525889,Low
01031,AL,Alabama,Coffee County,683.5474175583515,0.0,0.0,High,624.2575547378539,-59.28986282049766,-0.08673847826429149,Moderate,648.3381515358508,-35.20926602250074,-0.051509617501400484,Moderate,635.7108704490678,-47.83654710928374,-0.06998277790318785,Low
01033,AL,Alabama,Colbert County,577.5156874719648,0.0,0.0,High,536.8441257241784,-40.67156174778643,-0.07042503369185238,Moderate,555.1141546948438,-22.40153277712102,-0.03878947925238563,Moderate,569.917992185538,-7.59769528642687,-0.013155824943362537,Low
01035,AL,Alabama,Conecuh County,93.48170903141308,0.0,0.0,High,83.6101229615786,-9.871586069834478,-0.10559911850260761,Moderate,72.97871640376539,-20.502992627647686,-0.21932624938166223,Moderate,67.44751929663127,-26.034189734781805,-0.2784950126022345,Low
01037,AL,Alabama,Coosa County,76.70773269856112,0.0,0.0,Moderate,82.18448277040886,5.476750071847746,0.0713976267995009,Moderate,65.93954328869785,-10.768189409863268,-0.14037945108062433,Moderate,71.95090533178598,-4.756827366775141,-0.0620123578084113,Low
01039,AL,Alabama,Covington County,396.1356531724803,0.0,0.0,High,389.3779034147343,-6.757749757746012,-0.017059180873082447,Moderate,399.2035509828167,3.067897810336376,0.007744563726508558,Moderate,396.0417514999172,-0.09390167256310633,-0.00023704423424419918,Low
01041,AL,Alabama,Crenshaw County,120.0617242017955,0.0,0.0,High,131.31686858490798,11.25514438311248,0.09374465057819115,Moderate,123.21070750716807,3.1489833053725675,0.026228036672868882,Moderate,124.59778992420691,4.536065722411408,0.03778111427741404,Low
01043,AL,Alabama,Cullman County,945.2250429129754,0.0,0.0,High,842.8100082349387,-102.4150346780367,-0.10834989555758712,Moderate,912.0319167328892,-33.19312618008621,-0.03511663854968583,Moderate,936.9989265754003,-8.226116337575036,-0.008702812519888359,Low
01045,AL,Alabama,Dale County,440.81260701974014,0.0,0.0,High,403.5705228947668,-37.24208412497336,-0.08448507037210395,Moderate,444.3154814564581,3.5028744367179456,0.007946402577730938,Moderate,396.4223438853852,-44.39026313435494,-0.10070098365486879,Low
01047,AL,Alabama,Dallas County,384.5231033041183,0.0,0.0,High,282.337598210159,-102.1855050939593,-0.2657460740743608,Moderate,241.77829963308,-142.7448036710383,-0.37122555821604775,Moderate,216.32435196106698,-168.19875134305133,-0.4374217046979967,Low
01049,AL,Alabama,DeKalb County,784.0648208218845,0.0,0.0,High,725.8500764898212,-58.21474433206333,-0.07424736167991897,Moderate,737.4869821559417,-46.57783866594275,-0.059405596870317656,Moderate,739.3288920689803,-44.735928752904215,-0.057056416210601646,Low
01051,AL,Alabama,Elmore County,948.0436351071877,0.0,0.0,High,861.6669293369956,-86.37670577019207,-0.09111047484689472,Moderate,872.1754769506493,-75.86815815653836,-0.08002601921161634,Moderate,800.7211883225793,-147.32244678460836,-0.155396272206344,Low
01053,AL,Alabama,Escambia County,354.5507701568391,0.0,0.0,High,318.96423086953035,-35.58653928730877,-0.10037078546343792,Moderate,331.2032550141544,-23.3475151426847,-0.0658509784997976,Moderate,310.6034606965343,-43.94730946030484,-0.12395209137710883,Low
01055,AL,Alabama,Etowah County,986.8436756560362,0.0,0.0,High,921.3847303828954,-65.45894527314078,-0.066331625654514,High,942.3963452247457,-44.44733043129054,-0.045039889830314594,Moderate,913.0571191545365,-73.78655650149972,-0.07477025827058958,Low
01057,AL,Alabama,Fayette County,166.40098512707516,0.0,0.0,High,160.29363966722653,-6.107345459848631,-0.03670257994677517,Moderate,146.32966674147255,-20.07131838560261,-0.1206201896597835,Moderate,130.55670648629504,-35.84427864078012,-0.2154090530978947,Low
01059,AL,Alabama,Franklin County,345.65202637139265,0.0,0.0,High,352.69192454222264,7.039898170829986,0.020367009691029114,Moderate,342.9201801308868,-2.7318462405058312,-0.007903457905872546,Moderate,351.86426570072615,6.212239329333499,0.017972523970273713,Low
01061,AL,Alabama,Geneva County,270.5357908629535,0.0,0.0,High,267.1139592561948,-3.421831606758701,-0.012648350873811443,Moderate,266.59954282085755,-3.93624804209594,-0.014549823627920455,Moderate,263.6288624701256,-6.906928392827865,-0.025530553169309633,Low
01063,AL,Alabama,Greene County,60.214342633641316,0.0,0.0,Moderate,53.619692696725025,-6.594649936916291,-0.10951958700337794,Moderate,52.58175990612597,-7.632582727515349,-0.12675688870264412,Moderate,45.74540404099135,-14.468938592649963,-0.24029056799112625,Low
01065,AL,Alabama,Hale County,162.76081842222032,0.0,0.0,High,141.28535213085527,-21.475466291365052,-0.13194493920309014,Moderate,157.1803922589107,-5.580426163309625,-0.03428605371615512,Moderate,152.64079220309657,-10.120026219123758,-0.06217728761274255,Low
01067,AL,Alabama,Henry County,175.1909618362325,0.0,0.0,High,169.39933076964294,-5.791631066589559,-0.0330589603817778,Moderate,187.92916558374824,12.73820374751574,0.07271039335592744,Moderate,195.677453495949,20.486491659716506,0.11693806258605477,Low
01069,AL,Alabama,Houston County,1132.633746211818,0.0,0.0,High,998.6434834062402,-133.9902628055779,-0.1182997268567344,High,997.0745269284416,-135.55921928337648,-0.11968495529712486,Moderate,948.7547050218633,-183.87904118995482,-0.16234642646394093,Low
01071,AL,Alabama,Jackson County,542.8656172042078,0.0,0.0,High,529.9218477824835,-12.943769421724255,-0.023843413565930893,Moderate,527.727760664519,-15.137856539688755,-0.027885089900608673,Moderate,552.8120573868462,9.946440182638412,0.01832210379036936,Low
01073,AL,Alabama,Jefferson County,7492.601610313773,0.0,0.0,High,6748.164282410184,-744.437327903589,-0.09935632062418087,High,6613.919781447912,-878.6818288658606,-0.11727326162068075,High,5788.477266293737,-1704.124344020036,-0.22744093876207994,Moderate
01075,AL,Alabama,Lamar County,152.59404325453383,0.0,0.0,High,113.57962601688278,-39.014417237651045,-0.2556745755309283,Moderate,116.65232199440803,-35.9417212601258,-0.23553816711032005,Moderate,144.50461881803412,-8.089424436499712,-0.05301271441511113,Low
01077,AL,Alabama,Lauderdale County,1140.3677227154901,0.0,0.0,High,1199.1402791657072,58.77255645021705,0.05153824970621357,Moderate,1159.3512572931234,18.983534577633236,0.0166468536415858,Moderate,1129.9167427759378,-10.450979939552326,-0.009164570104339687,Low
01079,AL,Alabama,Lawrence County,333.2305012319605,0.0,0.0,High,287.64436601835183,-45.58613521360866,-0.136800608122833,Moderate,320.22113816306563,-13.009363068894856,-0.03904013294340991,Moderate,311.97235990479805,-21.258141327162434,-0.06379410422686582,Low
01081,AL,Alabama,Lee County,2343.045216923674,0.0,0.0,High,2604.646212148895,261.6009952252207,0.11164999861534564,High,2706.0491403281776,363.00392340450344,0.15492826206790555,Moderate,2692.8720789425406,349.82686201886645,0.14930435806022357,Moderate
01083,AL,Alabama,Limestone County,1261.2451003736726,0.0,0.0,High,1258.5674706185953,-2.677629755077305,-0.0021230050798881628,High,1423.8035942644892,162.55849389081664,0.12888731448205815,Moderate,1690.9801354607732,429.73503508710064,0.34072285788050394,Low
01085,AL,Alabama,Lowndes County,88.4654029441804,0.0,0.0,Moderate,62.16981910108027,-26.295583843100125,-0.2972414409245615,Moderate,64.09316019207021,-24.372242752110182,-0.27550027401659494,Moderate,65.01390432596335,-23.451498618217045,-0.26509231674459666,Low
01087,AL,Alabama,Macon County,210.6663702848217,0.0,0.0,High,186.18564816994933,-24.48072211487238,-0.1162061228936273,Moderate,256.8193046451284,46.15293436030669,0.21908069284104403,Moderate,313.5579354098007,102.89156512497897,0.4884100152571538,Low
01089,AL,Alabama,Madison County,5143.647264659202,0.0,0.0,High,5004.645749467623,-139.00151519157862,-0.02702392058386771,High,5501.627892985645,357.98062832644337,0.06959665192946729,High,5771.182685518629,627.5354208594272,0.12200203252098496,Moderate
